,pl_name,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjref,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjref,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperref,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxref,st_rad,st_raderr1,st_raderr2,st_radref,st_mass,st_masserr1,st_masserr2,st_massref,st_metratio,st_metfe,pl_insol,st_teff,pl_facility,pl_locale,pl_bmassjlim,er,em,ep,ea,ers,ems,mmax,mmin
56,EPIC 220674823 b,0.153,0.006,-0.006,Dai et al. 2019,0.02429,0.00252,-0.00249,Dai et al. 2019,0.571292,1.2e-05,-1.3e-05,Guenther et al. 2017,0.01312,0.00014,-0.00014,Sinukoff et al. 2017,0.98,0.02,-0.02,Dai et al. 2019,0.93,0.01,-0.01,Adams et al. 2017,[Fe/H],0.13,,5617.0,K2,Space,0.0,0.0392156862745098,0.10312885961300948,2.188022937482058e-05,0.010670731707317072,0.020408163265306124,0.01075268817204301,0.02681,0.0218
57,EPIC 220674823 c,0.226,0.012,-0.012,Adams et al. 2017,0.01825,0.01038,-0.00944,Guenther et al. 2017,13.341245,0.0001,-0.0001,Adams et al. 2017,0.1091,0.0014,-0.0015,Livingston et al. 2018,0.98,0.02,-0.02,Livingston et al. 2018,0.93,0.01,-0.01,Adams et al. 2017,[Fe/H],0.13,,5617.0,K2,Space,0.0,0.05309734513274336,0.543013698630137,7.495552326638181e-06,0.013290559120073327,0.020408163265306124,0.01075268817204301,0.02863,0.008809999999999998
58,EPIC 246851721 b,1.051,0.044000000000000004,-0.044000000000000004,Yu et al. 2018,3.0,1.1,-1.2,Yu et al. 2018,6.180235,1.4e-05,-1.4e-05,Yu et al. 2018,0.07229,0.00074,-0.00075,Yu et al. 2018,1.59,0.03,-0.03,Yu et al. 2018,1.317,0.041,-0.04,Yu et al. 2018,[Fe/H],0.141,642.0,6202.0,K2,Space,0.0,0.041864890580399626,0.3833333333333333,2.2652860287675146e-06,0.010305713100013833,0.018867924528301886,0.030751708428246014,4.1,1.8
59,EPIC 248847494 b,1.11,0.07,-0.07,Giles et al. 2018,13.0,,,Giles et al. 2018,3650.0,1280.0,-1130.0,Giles et al. 2018,4.5,1.0,-1.0,Giles et al. 2018,2.7,0.12,-0.12,Giles et al. 2018,0.9,0.09,-0.09,Giles et al. 2018,[Fe/H],-0.23,0.19,4898.0,K2,Space,1.0,0.06306306306306306,,0.33013698630136984,0.2222222222222222,0.04444444444444444,0.09999999999999999,,
60,EPIC 249893012 b,0.174,0.008,-0.006999999999999999,Hidalgo et al. 2020,0.027530000000000002,0.00343,-0.0034,Hidalgo et al. 2020,3.5951,0.0003,-0.0003,Hidalgo et al. 2020,0.047,0.005,-0.007,Hidalgo et al. 2020,1.71,0.04,-0.04,Hidalgo et al. 2020,1.05,0.05,-0.05,Hidalgo et al. 2020,[Fe/H],0.2,1037.0,5430.0,K2,Space,0.0,0.04310344827586207,0.1240464947330185,8.344691385496925e-05,0.1276595744680851,0.023391812865497078,0.047619047619047616,0.03096,0.024130000000000002
61,EPIC 249893012 c,0.327,0.015,-0.012,Hidalgo et al. 2020,0.04616,0.00579,-0.00595,Hidalgo et al. 2020,15.624,0.001,-0.001,Hidalgo et al. 2020,0.13,0.01,-0.02,Hidalgo et al. 2020,1.71,0.04,-0.04,Hidalgo et al. 2020,1.05,0.05,-0.05,Hidalgo et al. 2020,[Fe/H],0.2,160.0,5430.0,K2,Space,0.0,0.041284403669724766,0.12716637781629117,6.400409626216078e-05,0.11538461538461538,0.023391812865497078,0.047619047619047616,0.051949999999999996,0.040209999999999996
62,EPIC 249893012 d,0.35200000000000004,0.012,-0.011000000000000001,Hidalgo et al. 2020,0.03203,0.00774,-0.00761,Hidalgo et al. 2020,35.747,0.005,-0.005,Hidalgo et al. 2020,0.22,0.02,-0.04,Hidalgo et al. 2020,1.71,0.04,-0.04,Hidalgo et al. 2020,1.05,0.05,-0.05,Hidalgo et al. 2020,[Fe/H],0.2,53.0,5430.0,K2,Space,0.0,0.032670454545454544,0.2396191070871058,0.00013987187736033793,0.13636363636363635,0.023391812865497078,0.047619047619047616,0.03977,0.024420000000000004
63,G 9-40 b,0.18100000000000002,0.009000000000000001,-0.009000000000000001,Stefansson et al. 2019,,,,Stefansson et al. 2019,5.746007,6e-06,-6e-06,Stefansson et al. 2019,0.0385,0.0078,-0.0053,Stefansson et al. 2019,0.31,0.01,-0.01,Stefansson et al. 2019,0.29,0.02,-0.02,Stefansson et al. 2019,[Fe/H],0.04,7.2,3348.0,K2,Space,,0.049723756906077346,,1.0442033920251055e-06,0.17012987012987013,0.03225806451612903,0.06896551724137932,,
64,GJ 1132 b,0.10099999999999999,0.005,-0.005,Bonfils et al. 2018,0.005220000000000001,0.00072,-0.00072,Bonfils et al. 2018,1.6289287,1.8e-06,-1.8e-06,Southworth et al. 2017,0.0153,0.0005,-0.0005,Bonfils et al. 2018,0.21,0.01,-0.01,Bonfils et al. 2018,0.181,0.019,-0.019,Bonfils et al. 2018,,,,3270.0,Cerro Tololo Inter-American Observatory,Ground,0.0,0.04950495049504951,0.13793103448275862,1.105020741546269e-06,0.032679738562091505,0.04761904761904762,0.10497237569060773,0.005940000000000001,0.0045000000000000005
65,GJ 1214 b,0.244,0.005,-0.004, Kundurthy et al. 2011 ,0.0197,0.0027,-0.0027,Harps&oslash;e et al. 2013,1.58040494,9e-08,-9e-08,C&aacute;ceres et al. 2014,0.01411,0.00032,-0.00032,Harps&oslash;e et al. 2013,0.21,0.01,-0.0, Kundurthy et al. 2011 ,0.156,0.006,-0.006, Carter et al. 2011 ,[Fe/H],0.39,,3026.0,MEarth Project,Ground,0.0,0.018442622950819675,0.1370558375634518,5.694743019469428e-08,0.022678951098511698,0.02380952380952381,0.038461538461538464,0.0224,0.016999999999999998
66,GJ 1252 b,0.106,0.006999999999999999,-0.006999999999999999,Shporer et al. 2019,0.00658,0.00176,-0.00176,Shporer et al. 2019,0.5182349,6.3e-06,-5e-06,Shporer et al. 2019,0.00916,0.0007599999999999999,-0.0007599999999999999,Shporer et al. 2019,0.39,0.02,-0.02,Shporer et al. 2019,0.381,0.019,-0.019,Shporer et al. 2019,[Fe/H],0.1,,3458.0,Transiting Exoplanet Survey Satellite (TESS),Space,0.0,0.0660377358490566,0.26747720364741645,1.0902391946200457e-05,0.08296943231441048,0.05128205128205128,0.049868766404199474,0.00834,0.00482
67,GJ 143 b,0.233,0.015,-0.013999999999999999,Dragomir et al. 2018,0.07142000000000001,0.00692,-0.00598,Dragomir et al. 2018,35.61253,0.0006,-0.00062,Dragomir et al. 2018,0.1932,0.0002,-0.0002,Trifonov et al. 2019,0.73,0.01,-0.01,Trifonov et al. 2019,0.76,0.03,-0.02,Trifonov et al. 2019,[Fe/H],0.003,,4640.0,Transiting Exoplanet Survey Satellite (TESS),Space,0.0,0.062231759656652355,0.09031083730047604,1.7128802699499306e-05,0.0010351966873706005,0.013698630136986302,0.03289473684210526,0.07834,0.06544000000000001
68,GJ 357 b,0.109,0.006999999999999999,-0.006999999999999999,Luque et al. 2019,0.00579,0.00098,-0.00098,Luque et al. 2019,3.93072,8e-05,-6e-05,Luque et al. 2019,0.035,0.002,-0.002,Luque et al. 2019,0.34,0.01,-0.01,Luque et al. 2019,0.342,0.011,-0.011,Luque et al. 2019,[Fe/H],-0.12,12.6,3505.0,Transiting Exoplanet Survey Satellite (TESS),Space,0.0,0.06422018348623852,0.1692573402417962,1.780844221923719e-05,0.05714285714285714,0.029411764705882353,0.03216374269005848,0.00677,0.00481
69,GJ 9827 b,0.141,0.002,-0.003,Rice et al. 2019,0.015390000000000001,0.00135,-0.00132,Dai et al. 2019,1.2089819,6.93e-06,-7.14e-06,Rice et al. 2019,0.0188,0.0002,-0.00014,Rice et al. 2019,0.6,0.01,-0.0,Rice et al. 2019,0.606,0.02,-0.014,Rice et al. 2019,[m/H],-0.26,,4340.0,K2,Space,0.0,0.01773049645390071,0.08674463937621832,5.818945676523363e-06,0.009042553191489363,0.008333333333333333,0.028052805280528056,0.01674,0.014070000000000001
70,GJ 9827 c,0.111,0.002,-0.002,Rice et al. 2019,0.00761,0.00236,-0.0015400000000000001,Rodriguez et al. 2018,3.648083,6e-05,-5.8e-05,Rodriguez et al. 2018,0.03925,0.00042,-0.00029,Rice et al. 2019,0.6,0.01,-0.0,Rice et al. 2019,0.606,0.02,-0.014,Rice et al. 2019,[m/H],-0.26,,4340.0,K2,Space,0.0,0.018018018018018018,0.25624178712220763,1.6172877645601813e-05,0.009044585987261147,0.008333333333333333,0.028052805280528056,0.00997,0.006069999999999999
71,GJ 9827 d,0.18,0.004,-0.004,Rice et al. 2019,0.012709999999999999,0.0025800000000000003,-0.00264,Rice et al. 2019,6.201467,6.2e-05,-6.1e-05,Rodriguez et al. 2018,0.05591,0.00059,-0.00041,Rice et al. 2019,0.6,0.01,-0.0,Rice et al. 2019,0.606,0.02,-0.014,Rice et al. 2019,[m/H],-0.26,,4340.0,K2,Space,0.0,0.022222222222222223,0.20535011801730924,9.91700834657348e-06,0.008942944017170452,0.008333333333333333,0.028052805280528056,0.01529,0.010069999999999999
72,HAT-P-1 b,1.319,0.019,-0.019,Nikolov et al. 2014,0.524,0.018,-0.018, Southworth 2010 ,4.46529976,5.5e-07,-5.5e-07,Bonomo et al. 2017,0.05535,0.0007099999999999999,-0.0007099999999999999, Southworth 2010 ,1.11,0.03,-0.03, Southworth 2010 ,1.134,0.044,-0.044, Southworth 2010 ,[Fe/H],0.13,,5980.0,HATNet,Ground,0.0,0.014404852160727824,0.034351145038167934,1.2317202193834353e-07,0.01282746160794941,0.027027027027027025,0.03880070546737213,0.542,0.506
73,HAT-P-11 b,0.389,0.005,-0.005,Yee et al. 2018,0.07362,0.00472,-0.00472,Yee et al. 2018,4.88780267,4e-08,-4e-08,Holczer et al. 2016,0.053,0.0002,-0.0008, Bakos et al. 2010 ,0.68,0.01,-0.01,Yee et al. 2018,0.81,0.011,-0.013,Morton et al. 2016,[Fe/H],0.31,,4780.0,HATNet,Ground,0.0,0.012853470437017995,0.06411301276826949,8.183636431460111e-09,0.009433962264150943,0.014705882352941176,0.014814814814814814,0.07834,0.0689
74,HAT-P-12 b,0.919,0.023,-0.023,Mancini et al. 2018,0.2084,0.0096,-0.0094,Bonomo et al. 2017,3.2130589,3e-07,-3e-07,Sada &amp; Ram&oacute;n-Fox 2016,0.0384,0.0003,-0.0003, Hartman et al. 2009 ,0.68,0.01,-0.01,Mancini et al. 2018,0.733,0.018,-0.018,&Ouml;zt&uuml;rk &amp; Erdem 2019,[Fe/H],-0.29,,4650.0,HATNet,Ground,0.0,0.0250272034820457,0.04558541266794625,9.33689699868247e-08,0.0078125,0.014705882352941176,0.024556616643929056,0.218,0.199
75,HAT-P-13 b,1.4869999999999999,0.038,-0.038,Turner et al. 2016,0.906,0.023,-0.023,Turner et al. 2016,2.9162433,1.2e-06,-1.2e-06,Sada &amp; Ram&oacute;n-Fox 2016,0.04383,0.0006799999999999999,-0.0006799999999999999,Buhler et al. 2016,1.76,0.05,-0.05,Buhler et al. 2016,1.32,0.062,-0.062,Buhler et al. 2016,[Fe/H],0.41,,5653.0,HATNet,Ground,0.0,0.02555480833893746,0.025386313465783662,4.1148830071894205e-07,0.015514487793748572,0.02840909090909091,0.04696969696969697,0.929,0.883
76,HAT-P-14 b,1.1420000000000001,0.033,-0.033,Winn et al. 2011,2.303,0.054,-0.054,Bonomo et al. 2017,4.6276594,1e-06,-1e-06,Fukui et al. 2016,0.0596,0.0005,-0.0005, Simpson et al. 2011 ,1.47,0.04,-0.04,Winn et al. 2011,1.32,0.03,-0.03, Simpson et al. 2011 ,[Fe/H],0.11,,6600.0,HATNet,Ground,0.0,0.02889667250437828,0.02344767694311767,2.1609196216990387e-07,0.008389261744966443,0.0272108843537415,0.022727272727272724,2.3569999999999998,2.249
77,HAT-P-15 b,1.072,0.043,-0.043,Bonomo et al. 2017,1.946,0.066,-0.066, Kovacs et al. 2010 ,10.8635,2.7e-05,-2.7e-05,Stassun et al. 2017,0.0965,0.0013,-0.0014,Bonomo et al. 2017,1.08,0.04,-0.04,Bonomo et al. 2017,1.013,0.043,-0.043,Bonomo et al. 2017,[Fe/H],0.22,,5568.0,HATNet,Ground,0.0,0.04011194029850746,0.03391572456320658,2.4853868458599896e-06,0.013989637305699482,0.037037037037037035,0.04244817374136229,2.012,1.88
78,HAT-P-16 b,1.19,0.035,-0.035,Turner et al. 2016,4.189,0.092,-0.092,Turner et al. 2016,2.77597024,6.6e-07,-6.6e-07,Turner et al. 2016,0.0413,0.0004,-0.0004, Buchhave et al. 2010 ,1.24,0.05,-0.05,Bonomo et al. 2017,1.218,0.039,-0.039,Bonomo et al. 2017,[Fe/H],0.17,,6158.0,HATNet,Ground,0.0,0.029411764705882356,0.02196228216758176,2.3775471022340646e-07,0.009685230024213076,0.040322580645161296,0.03201970443349754,4.281,4.097
79,HAT-P-17 b,1.01,0.028999999999999998,-0.028999999999999998,Bonomo et al. 2017,0.537,0.017,-0.017,Bonomo et al. 2017,10.338523,9e-06,-9e-06,Bonomo et al. 2017,0.0882,0.0013,-0.0014,Bonomo et al. 2017,0.84,0.02,-0.02,Bonomo et al. 2017,0.857,0.039,-0.039,Bonomo et al. 2017,[Fe/H],0.0,,5246.0,HATNet,Ground,0.0,0.02871287128712871,0.03165735567970205,8.705305390334771e-07,0.015306122448979593,0.02380952380952381,0.045507584597432905,0.554,0.52
80,HAT-P-18 b,0.9470000000000001,0.044000000000000004,-0.044000000000000004,Esposito et al. 2014,0.196,0.008,-0.008,Esposito et al. 2014,5.5080291,4.2e-06,-4.2e-06,Seeliger et al. 2015,0.0559,0.0007,-0.0007,Esposito et al. 2014,0.72,0.03,-0.03,Esposito et al. 2014,0.77,0.027,-0.027,Esposito et al. 2014,[Fe/H],0.1,,4803.0,HATNet,Ground,0.0,0.046462513199577615,0.04081632653061224,7.625232045342679e-07,0.012522361359570662,0.041666666666666664,0.03506493506493506,0.20400000000000001,0.188
81,HAT-P-19 b,1.1320000000000001,0.07200000000000001,-0.07200000000000001,Bonomo et al. 2017,0.284,0.016,-0.016,Bonomo et al. 2017,4.0087842,7e-07,-7e-07,Seeliger et al. 2015,0.04664,0.0007599999999999999,-0.00078,Bonomo et al. 2017,0.82,0.05,-0.05,Bonomo et al. 2017,0.842,0.042,-0.042,Bonomo et al. 2017,[Fe/H],0.23,,4990.0,HATNet,Ground,0.0,0.0636042402826855,0.05633802816901409,1.7461653336191056e-07,0.01650943396226415,0.06097560975609757,0.049881235154394306,0.3,0.26799999999999996
82,HAT-P-2 b,0.951,0.039,-0.053, Loeillet et al. 2008 ,8.62,0.17,-0.17,Ment et al. 2018,5.6334675,1.3e-06,-1.3e-06,de Wit et al. 2017,0.06813999999999999,0.0005099999999999999,-0.0005099999999999999,Ment et al. 2018,1.42,0.04,-0.06, Loeillet et al. 2008 ,1.33,0.03,-0.03,Ment et al. 2018,[Fe/H],0.18,,6380.0,HATNet,Ground,0.0,0.04837013669821241,0.0197215777262181,2.307637347690388e-07,0.007484590548869973,0.035211267605633804,0.022556390977443608,8.79,8.45
83,HAT-P-20 b,0.867,0.033,-0.033,Bonomo et al. 2017,7.27,0.18,-0.18,Bonomo et al. 2017,2.87531694,1.9e-07,-1.9e-07,Esposito et al. 2017,0.035930000000000004,0.00029,-0.00029,Esposito et al. 2017,0.68,0.01,-0.01,Esposito et al. 2017,0.756,0.028,-0.028,Bonomo et al. 2017,[Fe/H],0.35,,4595.0,HATNet,Ground,0.0,0.03806228373702422,0.024759284731774415,6.607967189870903e-08,0.008071249652101308,0.014705882352941176,0.037037037037037035,7.449999999999999,7.09
84,HAT-P-21 b,1.024,0.092,-0.092, Bakos et al. 2010 ,3.97,0.13,-0.13,Bonomo et al. 2017,4.124481,7e-06,-7e-06, Bakos et al. 2010 ,0.0494,0.0007,-0.0007, Bakos et al. 2010 ,1.1,0.08,-0.08, Bakos et al. 2010 ,0.947,0.042,-0.042, Bakos et al. 2010 ,[Fe/H],0.01,,5588.0,HATNet,Ground,0.0,0.08984375,0.0327455919395466,1.6971832334783454e-06,0.01417004048582996,0.07272727272727272,0.044350580781415,4.1000000000000005,3.8400000000000003
85,HAT-P-22 b,1.08,0.057999999999999996,-0.057999999999999996,Turner et al. 2016,2.172,0.055,-0.056,Bonomo et al. 2017,3.21223328,5.8e-07,-5.8e-07,Mancini et al. 2018,0.0414,0.0005,-0.0005,Turner et al. 2016,1.04,0.04,-0.04,Bonomo et al. 2017,0.916,0.035,-0.035,Bonomo et al. 2017,[Fe/H],0.24,,5302.0,HATNet,Ground,0.0,0.0537037037037037,0.0255524861878453,1.8055973817692342e-07,0.012077294685990338,0.038461538461538464,0.03820960698689956,2.2270000000000003,2.116
86,HAT-P-23 b,1.224,0.037000000000000005,-0.037000000000000005,Ciceri et al. 2015,2.09,0.11,-0.11,Moutou et al. 2011,1.21288287,1.7e-07,-1.7e-07,Ciceri et al. 2015,0.0232,0.0002,-0.0002, Bakos et al. 2010 ,1.09,0.03,-0.03,Ciceri et al. 2015,1.13,0.035,-0.035,Bonomo et al. 2017,[Fe/H],0.15,,5905.0,HATNet,Ground,0.0,0.030228758169934644,0.052631578947368425,1.4016192676544271e-07,0.008620689655172415,0.027522935779816512,0.030973451327433635,2.1999999999999997,1.9799999999999998
87,HAT-P-24 b,1.242,0.067,-0.067,Bonomo et al. 2017,0.723,0.031,-0.03,Bonomo et al. 2017,3.3552479,6.2e-06,-6.2e-06,Bonomo et al. 2017,0.04651,0.00055,-0.00056,Bonomo et al. 2017,1.32,0.07,-0.07,Bonomo et al. 2017,1.191,0.042,-0.042,Bonomo et al. 2017,[Fe/H],-0.16,,6373.0,HATNet,Ground,0.0,0.053945249597423514,0.042185338865836794,1.8478515402692003e-06,0.011932917652117823,0.05303030303030303,0.03526448362720403,0.754,0.693
88,HAT-P-25 b,1.135,0.048,-0.048,Wang et al. 2018,0.567,0.022,-0.022, Quinn et al. 2010 ,3.65281591,6.7e-07,-6.7e-07,Mallonn et al. 2019,0.04659,0.00049,-0.0005,Bonomo et al. 2017,0.92,0.03,-0.03,Wang et al. 2018,1.01,0.032,-0.032, Quinn et al. 2010 ,[Fe/H],0.294,325.0,5519.0,HATNet,Ground,0.0,0.04229074889867841,0.03880070546737213,1.8342013846517658e-07,0.010624597553122988,0.03260869565217391,0.031683168316831684,0.589,0.5449999999999999
89,HAT-P-26 b,0.63,0.04,-0.04,Stassun et al. 2017,0.059,0.007,-0.007, Hartman et al. 2010 ,4.2345023,7e-07,-7e-07,Stevenson et al. 2016,0.0479,0.0006,-0.0006, Hartman et al. 2010 ,0.87,0.05,-0.05,Stassun et al. 2017,0.816,0.033,-0.033, Hartman et al. 2010 ,[Fe/H],-0.04,,5079.0,HATNet,Ground,0.0,0.06349206349206349,0.11864406779661017,1.653086833841134e-07,0.012526096033402922,0.0574712643678161,0.04044117647058824,0.066,0.052
90,HAT-P-27 b,1.02,0.07,-0.06,Bonomo et al. 2017,0.616,0.03,-0.03,Bonomo et al. 2017,3.0395803,1.5e-06,-1.5e-06,Seeliger et al. 2015,0.0403,0.0005,-0.0005, B&eacute;ky et al. 2011 ,0.87,0.04,-0.04,Bonomo et al. 2017,0.945,0.035,-0.035, B&eacute;ky et al. 2011 ,[Fe/H],0.29,,5300.0,HATNet,Ground,0.0,0.06372549019607843,0.0487012987012987,4.934891833586368e-07,0.012406947890818858,0.04597701149425287,0.03703703703703704,0.646,0.586
91,HAT-P-28 b,1.212,0.11,-0.08199999999999999,Bonomo et al. 2017,0.637,0.037,-0.037,Bonomo et al. 2017,3.257215,7e-06,-7e-06,Bonomo et al. 2017,0.04337,0.00066,-0.0007,Bonomo et al. 2017,1.1,0.09,-0.07,Bonomo et al. 2017,1.025,0.047,-0.047,Bonomo et al. 2017,[Fe/H],0.12,,5680.0,HATNet,Ground,0.0,0.07920792079207921,0.058084772370486655,2.149075206886865e-06,0.01567904081162094,0.07272727272727272,0.04585365853658537,0.674,0.6
92,HAT-P-29 b,1.064,0.075,-0.068,Wang et al. 2018,0.676,0.035,-0.034,Bonomo et al. 2017,5.72339,1e-06,-1e-06,Bonomo et al. 2017,0.0667,0.0008,-0.0008, Buchhave et al. 2011 ,1.24,0.08,-0.07,Wang et al. 2018,1.207,0.046,-0.046, Buchhave et al. 2011 ,[Fe/H],0.21,,6087.0,HATNet,Ground,0.0,0.06719924812030076,0.051035502958579886,1.7472162477133306e-07,0.011994002998500751,0.060483870967741944,0.038111019055509524,0.7110000000000001,0.642
93,HAT-P-3 b,0.89,0.021,-0.028999999999999998,Gibson et al. 2010,0.591,0.018,-0.018, Chan et al. 2011 ,2.89973838,2.7e-07,-2.7e-07,Mancini et al. 2018,0.03866,0.00041,-0.00041, Chan et al. 2011 ,0.85,0.02,-0.02,Mancini et al. 2018,0.917,0.03,-0.03, Chan et al. 2011 ,[Fe/H],0.27,,5185.0,HATNet,Ground,0.0,0.02808988764044944,0.03045685279187817,9.311184824887547e-08,0.010605276771857217,0.023529411764705882,0.032715376226826604,0.609,0.573
94,HAT-P-30 b,1.469,0.039,-0.037000000000000005,Maciejewski et al. 2016,0.746,0.02,-0.021,Bonomo et al. 2017,2.8106084,1.1e-06,-1.1e-06,Maciejewski et al. 2016,0.0419,0.00045999999999999996,-0.00045999999999999996,Bonomo et al. 2017,1.33,0.03,-0.03,Maciejewski et al. 2016,1.242,0.041,-0.041, Johnson et al. 2011 ,[Fe/H],0.13,,6304.0,HATNet,Ground,0.0,0.025867937372362152,0.027479892761394103,3.9137433731429824e-07,0.01097852028639618,0.022556390977443608,0.033011272141706925,0.766,0.725
95,HAT-P-31 b,1.09,0.15,-0.15,Stassun et al. 2017,2.147,0.09,-0.078,Bonomo et al. 2017,5.0052724,6.3e-06,-6.3e-06,Mallonn et al. 2019,0.061,0.0013,-0.0011,Bonomo et al. 2017,1.39,0.11,-0.11,Stassun et al. 2017,1.218,0.089,, Kipping et al. 2011 ,[Fe/H],0.15,,6065.0,HATNet,Ground,0.0,0.13761467889908255,0.03912435957149511,1.2586727547535675e-06,0.019672131147540985,0.07913669064748202,,2.2369999999999997,2.069
96,HAT-P-32 b,1.7890000000000001,0.025,-0.025, Hartman et al. 2011 ,0.68,0.11,-0.1,Wang et al. 2019,2.15000825,1.2e-07,-1.2e-07,Bonomo et al. 2017,0.0343,0.0004,-0.0004, Hartman et al. 2011 ,1.22,0.02,, Hartman et al. 2011 ,1.16,0.041,, Hartman et al. 2011 ,[Fe/H],-0.16,1841.0,6001.0,HATNet,Ground,0.0,0.01397428731134712,0.15441176470588236,5.5813739319372375e-08,0.011661807580174929,,,0.79,0.5800000000000001
97,HAT-P-33 b,1.686,0.045,-0.045,Bonomo et al. 2017,0.762,0.101,-0.101, Hartman et al. 2011 ,3.474474,1e-06,-1e-06,Bonomo et al. 2017,0.04995,0.00047999999999999996,-0.00049,Bonomo et al. 2017,1.64,0.03,, Hartman et al. 2011 ,1.375,0.04,, Hartman et al. 2011 ,[Fe/H],0.05,,6446.0,HATNet,Ground,0.0,0.026690391459074734,0.1325459317585302,2.878133495890313e-07,0.009709709709709708,,,0.863,0.661
98,HAT-P-34 b,1.197,0.128,-0.092, Bakos et al. 2012 ,3.33,0.21,-0.2,Bonomo et al. 2017,5.452647,3.1e-06,-3.1e-06,Mallonn et al. 2019,0.06774,0.00074,-0.0007599999999999999,Bonomo et al. 2017,1.53,0.14,, Bakos et al. 2012 ,1.392,0.047,, Bakos et al. 2012 ,,0.22,,6442.0,HATNet,Ground,0.0,0.09189640768588136,0.06156156156156156,5.685312106211901e-07,0.011071744906997343,,,3.54,3.13
99,HAT-P-35 b,1.3319999999999999,0.098,-0.098,Bonomo et al. 2017,1.056,0.033,-0.033,Bonomo et al. 2017,3.6466566,1.2e-06,-1.2e-06,Mallonn et al. 2019,0.0498,0.0006,-0.0006, Bakos et al. 2012 ,1.44,0.08,, Bakos et al. 2012 ,1.236,0.048,, Bakos et al. 2012 ,,0.11,,6096.0,HATNet,Ground,0.0,0.07357357357357358,0.03125,3.2906855007954407e-07,0.012048192771084336,,,1.089,1.0230000000000001
100,HAT-P-36 b,1.2770000000000001,0.02,-0.02,Chakrabarty &amp; Sengupta 2019,1.925,0.085,-0.081,Wang et al. 2019,1.3273466,3.3e-07,-3.3e-07,Wang et al. 2019,0.023880000000000002,0.00032,-0.00032,Mancini et al. 2015,1.04,0.01,-0.01,Chakrabarty &amp; Sengupta 2019,1.022,0.049,, Bakos et al. 2012 ,,,,5620.0,HATNet,Ground,0.0,0.01566170712607674,0.043116883116883116,2.4861629961609125e-07,0.01340033500837521,0.009615384615384616,,2.0100000000000002,1.844
101,HAT-P-37 b,1.2309999999999999,0.048,-0.043,Maciejewski et al. 2016,1.169,0.103,-0.103, Bakos et al. 2012 ,2.7974471,1.1e-06,-1.1e-06,Maciejewski et al. 2016,0.03793,0.00056,-0.00058,Bonomo et al. 2017,0.88,0.06,, Bakos et al. 2012 ,0.929,0.043,, Bakos et al. 2012 ,,,,5500.0,HATNet,Ground,0.0,0.036961819658813976,0.08810949529512403,3.9321565723262473e-07,0.015027682573161087,,,1.272,1.066
102,HAT-P-38 b,0.825,0.092,-0.063, Sato et al. 2012 ,0.267,0.02,-0.02, Sato et al. 2012 ,4.6403293,1.7e-06,-1.7e-06,Mallonn et al. 2019,0.05231,0.00085,-0.0008900000000000001,Bonomo et al. 2017,0.92,0.1,, Sato et al. 2012 ,0.886,0.044,, Sato et al. 2012 ,,,,5330.0,HATNet,Ground,0.0,0.09393939393939395,0.0749063670411985,3.66353310313559e-07,0.016631619193270886,,,0.28700000000000003,0.24700000000000003
103,HAT-P-39 b,1.571,0.10800000000000001,-0.081, Hartman et al. 2012 ,0.599,0.099,-0.099, Hartman et al. 2012 ,3.54387,5e-06,-5e-06, Hartman et al. 2012 ,0.0509,0.0006,-0.0006, Hartman et al. 2012 ,1.62,0.08,, Hartman et al. 2012 ,1.404,0.051,, Hartman et al. 2012 ,,,,6430.0,HATNet,Ground,0.0,0.06015276893698281,0.1652754590984975,1.4108869682014296e-06,0.011787819253438112,,,0.698,0.5
104,HAT-P-4 b,1.367,0.052000000000000005,-0.044000000000000004,Winn et al. 2011,0.651,0.033,-0.037,Bonomo et al. 2017,3.0565254,1.2e-06,-1.2e-06,Bonomo et al. 2017,0.044489999999999995,0.0008300000000000001,-0.0012,Bonomo et al. 2017,1.6,0.06,, Christiansen et al. 2011 ,0.556,0.068,-0.068,Winn et al. 2011,,,,5860.0,HATNet,Ground,0.0,0.03511338697878566,0.053763440860215055,3.9260265921559166e-07,0.022814115531580133,,0.1223021582733813,0.684,0.614
105,HAT-P-40 b,1.73,0.062,-0.062,Bonomo et al. 2017,0.581,0.033,-0.034,Bonomo et al. 2017,4.45724,1e-05,-1e-05,Stassun et al. 2017,0.0608,0.0006,-0.0015, Hartman et al. 2012 ,2.21,0.06,, Hartman et al. 2012 ,1.512,0.109,, Hartman et al. 2012 ,[Fe/H],0.22,,6080.0,HATNet,Ground,0.0,0.035838150289017344,0.057659208261617904,2.243540845904641e-06,0.01726973684210526,,,0.614,0.5469999999999999
