pl_name,pl_rvflag,pl_controvflag,pl_radj,pl_bmassj,pl_bmassprov,pl_bmassjlim,pl_radjerr1,pl_radjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_orbper,pl_orbsmax,pl_orbpererr1,pl_orbpererr2,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbincl,pl_dens,pl_orblper,pl_ratror,pl_discmethod,pl_kepflag,pl_k2flag,pl_locale,pl_facility,pl_disc,pl_def_refname,pl_disc_refname,rowupdate,pl_publ_date,pl_insol,st_teff,st_metfe,st_metratio,pl_hostname,st_rad,st_mass,st_spstr,st_raderr1,st_raderr2,st_masserr1,st_masserr2
CoRoT-27 b,1,0,1.007,10.39000,Mass,0,0.044,-0.044,0.55000,-0.55000,3.57532000,0.047600,0.00006000,-0.00006000,0.006600,-0.006600,0.065000,86.700,12.60000,,0.09900,Transit,0,0,Space,CoRoT,2014,Parviainen et al. 2014,Parviainen et al. 2014,2014-05-14,2014-02,,5900.00,-0.100,[M/H],CoRoT-27,1.08,1.05,G2,0.18,-0.06,0.11,-0.11
TOI-216.01,0,0,1.007,0.62927,Mass,0,0.052,-0.037,0.53488,-0.31463,34.55600000,0.206900,0.01400000,-0.01000000,0.010700,-0.008200,0.029000,89.830,0.76000,275.0000,0.12350,Transit,0,0,Space,Transiting Exoplanet Survey Satellite (TESS),2019,Kipping et al. 2019,Kipping et al. 2019,2019-05-09,2019-04,10.1000,5026.00,0.320,[M/H],TOI-216,0.84,0.87,,0.04,-0.03,0.04,-0.03
KOI-351 h,0,0,1.008,,,,0.089,-0.089,,,331.60059000,1.010000,0.00037000,-0.00037000,0.110000,-0.110000,,89.600,,,0.08660,Transit,1,0,Space,Kepler,2013,Cabrera et al. 2014,Cabrera et al. 2014,2014-05-14,2014-01,,6080.00,-0.120,[M/H],KOI-351,1.20,1.20,,0.10,-0.10,0.10,-0.10
CoRoT-30 b,1,0,1.009,2.90000,Mass,0,0.076,-0.076,0.22000,-0.22000,9.06005000,0.084400,0.00024000,-0.00024000,0.001200,-0.001200,0.007000,90.000,3.45000,178.1000,0.11400,Transit,0,0,Space,CoRoT,2020,Bord&eacute; et al. 2020,Bord&eacute; et al. 2020,2020-04-16,2020-03,,5650.00,0.020,[Fe/H],CoRoT-30,0.91,0.98,G3 V,0.09,-0.03,0.03,-0.05
Qatar-9 b,1,0,1.009,1.19000,Mass,0,0.014,-0.014,0.16000,-0.16000,1.54073100,0.023400,0.00003800,-0.00003800,0.000300,-0.000300,0.000000,89.230,1.43000,,0.14890,Transit,0,0,Ground,Qatar,2019,Alsubai et al. 2019,Alsubai et al. 2019,2019-05-02,2019-04,,4309.00,0.252,[Fe/H],Qatar-9,0.70,0.72,K5 V,0.01,-0.01,0.02,-0.02
HAT-P-52 b,1,0,1.009,0.81800,Mass,0,0.072,-0.072,0.02900,-0.02900,2.75359530,0.036940,0.00000940,-0.00000940,0.000380,-0.000380,0.047000,87.020,0.98000,,0.11610,Transit,0,0,Ground,HATNet,2015,Hartman et al. 2015,Hartman et al. 2015,2015-11-19,2015-12,,5131.00,0.280,[Fe/H],HAT-P-52,0.89,0.89,K1,0.05,-0.05,0.03,-0.03
CoRoT-3 b,1,0,1.010,21.66000,Mass,0,0.070,-0.070,1.00000,-1.00000,4.25680000,,0.00000500,-0.00000500,,,0.000000,85.900,26.40000,,0.06630,Transit,0,0,Space,CoRoT,2008,Deleuil et al. 2008,Deleuil et al. 2008,2014-05-14,2008-12,,6740.00,,,CoRoT-3,1.56,1.37,F3 V,0.09,-0.09,0.09,-0.09
Kepler-487 b,0,0,1.019,,,,0.062,-0.047,,,15.35876840,,0.00000221,-0.00000221,,,,,,,0.11900,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5444.00,0.000,[Fe/H],Kepler-487,0.88,0.91,,0.05,-0.04,0.04,-0.04
OGLE-TR-111 b,1,0,1.019,,,,0.026,-0.026,,,4.01444630,0.047300,0.00000100,-0.00000100,0.001500,-0.001400,,88.300,,,0.12610,Transit,0,0,Ground,OGLE,2004,Adams et al. 2010,Pont et al. 2004,2016-02-25,2004-10,,5040.00,,,OGLE-TR-111,0.83,0.85,K2 V,0.04,,0.06,
HATS-4 b,1,0,1.020,1.32300,Mass,0,0.037,-0.037,0.02800,-0.02800,2.51672900,0.036200,0.00000200,-0.00000200,0.000200,-0.000200,0.013000,88.500,1.55000,275.0000,0.11320,Transit,0,0,Ground,HATSouth,2014,Jordan et al. 2014,Jordan et al. 2014,2014-07-02,2014-08,,5403.00,0.430,[Fe/H],HATS-4,0.93,1.00,G,0.02,-0.02,0.02,-0.02
HAT-P-27 b,1,0,1.020,0.62000,Mass,0,0.070,-0.060,0.03000,-0.03000,3.03957700,0.040000,0.00000500,-0.00000600,0.000800,-0.000800,0.000000,85.000,,0.0000,0.12000,Transit,0,0,Ground,HATNet,2011,Brown et al. 2012,Beky et al. 2011,2018-02-01,2011-06,,5300.00,0.290,[Fe/H],HAT-P-27,0.90,0.94,G8,0.05,-0.04,0.04,-0.04
CoRoT-17 b,1,0,1.020,2.43000,Mass,0,0.070,-0.070,0.30000,-0.30000,3.76810000,0.046100,0.00030000,-0.00030000,0.000800,-0.000800,0.000000,88.340,2.82000,0.0000,,Transit,0,0,Space,CoRoT,2011,Csizmadia et al. 2011,Csizmadia et al. 2011,2014-05-14,2011-07,,5740.00,0.000,[Fe/H],CoRoT-17,1.59,1.04,G2 V,0.07,-0.07,0.10,-0.10
WASP-99 b,1,0,1.020,2.43000,Mass,0,0.060,-0.060,0.37000,-0.37000,5.75251000,,0.00004000,-0.00004000,,,0.000000,88.800,,,,Transit,0,0,Ground,SuperWASP,2014,Stassun et al. 2017,Hellier et al. 2014,2018-04-26,2014-04,,6150.00,0.210,[Fe/H],WASP-99,1.64,1.21,F8,0.09,-0.09,0.28,-0.28
WASP-106 b,1,0,1.020,1.62000,Mass,0,0.300,-0.300,0.94000,-0.94000,9.28971000,,0.00001000,-0.00001000,,,0.000000,89.490,,,,Transit,0,0,Ground,SuperWASP,2014,Stassun et al. 2017,Smith et al. 2014,2018-04-26,2014-10,,6055.00,-0.090,[Fe/H],WASP-106,1.31,0.93,F9,0.38,-0.38,0.80,-0.80
HD 1397 b,1,0,1.026,0.41500,Mass,0,0.025,-0.027,0.02000,-0.02000,11.53533000,0.109700,0.00079000,-0.00080000,0.001100,-0.001300,0.251000,88.990,0.47700,2.1000,0.04513,Transit,0,0,Space,Transiting Exoplanet Survey Satellite (TESS),2018,Nielsen et al. 2019,Nielsen et al. 2019,2019-07-25,,356.0000,5521.00,0.290,[Fe/H],HD 1397,2.34,1.32,G5 III/IV,0.05,-0.06,0.04,-0.05
WASP-6 b,1,0,1.030,0.37000,Mass,0,0.100,-0.100,0.08000,-0.08000,3.36101000,,0.00000280,-0.00000280,,,0.050000,88.470,,,,Transit,0,0,Ground,SuperWASP,2009,Stassun et al. 2017,Tregloan-Reed et al. 2015,2018-09-06,2009-07,,5450.00,-0.200,[Fe/H],WASP-6,0.73,0.55,,0.07,-0.07,0.17,-0.17
KPS-1 b,1,0,1.030,1.09000,Mass,0,0.130,-0.120,0.08600,-0.08700,1.70629100,0.026900,0.00005900,-0.00005900,0.001000,-0.001000,0.000000,83.200,1.31000,,0.11430,Transit,0,0,Ground,Acton Sky Portal Observatory,2018,Burdanov et al. 2018,Burdanov et al. 2018,2018-04-26,,729.0000,5165.00,0.220,[Fe/H],KPS-1,0.91,0.89,K1 V,0.09,-0.08,0.09,-0.10
WASP-91 b,1,0,1.030,1.34000,Mass,0,0.040,-0.040,0.08000,-0.08000,2.79858100,0.037000,0.00000300,-0.00000300,0.001000,-0.001000,0.000000,86.800,1.59000,,,Transit,0,0,Ground,SuperWASP-South,2017,Anderson et al. 2017,Anderson et al. 2017,2017-08-17,2017-05,,4920.00,0.190,[Fe/H],WASP-91,0.86,0.84,K3,0.03,-0.03,0.07,-0.07
Wendelstein-1 b,1,0,1.031,0.59200,Mass,0,0.006,-0.006,0.16500,-0.12900,2.66341600,0.028200,0.00000100,-0.00000100,0.001500,-0.001500,0.012000,86.120,0.72000,,0.16980,Transit,0,0,Ground,Haleakala Observatory,2020,Obermeier et al. 2020,Obermeier et al. 2020,2020-07-09,2020-05,,4251.00,,,Wendelstein-1,0.61,0.65,K7 V,0.09,-0.09,0.10,-0.10
Kepler-289 c,0,0,1.034,0.42000,Mass,0,0.017,-0.017,0.05000,-0.05000,125.85180000,0.510000,0.00760000,-0.00760000,0.030000,-0.030000,,89.794,0.47000,,0.10620,Transit,1,0,Space,Kepler,2014,Schmitt et al. 2014,Rowe et al. 2014,2014-11-19,2014-03,,5990.00,0.050,[Fe/H],Kepler-289,1.00,1.08,,0.02,-0.02,0.02,-0.02
HATS-14 b,1,0,1.039,1.07100,Mass,0,0.032,-0.022,0.07000,-0.07000,2.76676410,0.038150,0.00000270,-0.00000270,0.000320,-0.000320,0.142000,88.830,1.19100,,0.11450,Transit,0,0,Ground,HATSouth,2015,Mancini et al. 2015,Mancini et al. 2015,2015-08-13,2015-08,,5346.00,0.330,[Fe/H],HATS-14,0.93,0.97,,0.02,-0.01,0.02,-0.02
K2-30 b,1,0,1.039,0.57900,Mass,0,0.050,-0.051,0.02800,-0.02700,4.09850300,0.048390,0.00001100,-0.00001100,0.000760,-0.000760,0.000000,86.920,0.64000,,0.12660,Transit,0,1,Space,K2,2016,Johnson et al. 2016,Johnson et al. 2016,2016-04-14,,,5425.00,-0.150,[Fe/H],K2-30,0.84,0.90,G6 V,0.03,-0.03,0.04,-0.04
Kepler-490 b,0,0,1.039,,,,0.294,-0.123,,,3.26869515,,0.00000023,-0.00000023,,,,,,,0.09485,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6045.00,-0.020,[Fe/H],Kepler-490,1.12,1.08,,0.32,-0.13,0.10,-0.07
WASP-83 b,1,0,1.040,0.30000,Mass,0,0.080,-0.050,0.03000,-0.03000,4.97125200,0.059000,0.00001500,-0.00001500,0.001000,-0.001000,0.000000,88.900,0.35000,,,Transit,0,0,Ground,SuperWASP,2015,Hellier et al. 2015,Hellier et al. 2015,2015-07-09,2015-07,,5510.00,0.290,[Fe/H],WASP-83,1.05,1.11,G8,0.06,-0.04,0.09,-0.09
WASP-89 b,1,0,1.040,5.90000,Mass,0,0.040,-0.040,0.40000,-0.40000,3.35642270,0.042700,0.00000250,-0.00000250,0.001200,-0.001200,0.193000,89.400,7.00000,28.0000,,Transit,0,0,Ground,SuperWASP,2015,Hellier et al. 2015,Hellier et al. 2015,2015-07-09,2015-07,,5130.00,0.150,[Fe/H],WASP-89,0.88,0.92,K3,0.03,-0.03,0.08,-0.08
K2-99 b,1,0,1.046,,,,0.037,-0.037,,,18.25198500,0.159700,0.00139900,-0.00139900,0.001200,-0.001200,,,,,0.04080,Transit,0,1,Space,K2,2016,Livingston et al. 2018,Smith et al. 2017,2018-10-26,,,6217.00,0.210,[Fe/H],K2-99,2.63,1.63,G0 IV,0.07,-0.07,0.04,-0.04
Kepler-75 b,1,0,1.050,10.10000,Mass,0,0.030,-0.030,0.40000,-0.40000,8.88491160,0.081800,0.00000340,-0.00000340,0.001200,-0.001200,0.570000,89.120,11.00000,63.5000,0.12120,Transit,1,0,Space,Kepler,2013,Bonomo et al. 2015,Hebrard et al. 2013,2015-01-29,2013-06,,5200.00,0.300,[Fe/H],Kepler-75,0.89,0.91,K0 V,0.02,-0.02,0.04,-0.04
HAT-P-17 b,1,0,1.050,0.58000,Mass,0,0.040,-0.040,0.06000,-0.06000,10.33852000,,0.00000900,-0.00000900,,,0.350000,89.200,,,,Transit,0,0,Ground,HATNet,2010,Stassun et al. 2017,Howard et al. 2012,2018-04-26,2012-04,,5246.00,0.000,[Fe/H],HAT-P-17,0.87,0.99,K,0.04,-0.04,0.15,-0.15
CoRoT-23 b,1,0,1.050,2.80000,Mass,0,0.130,-0.130,0.30000,-0.30000,3.63130000,0.048000,0.00010000,-0.00010000,0.004000,-0.004000,0.160000,85.700,3.00000,52.0000,0.06710,Transit,0,0,Space,CoRoT,2011,Rouan et al. 2012,Rouan et al. 2012,2014-05-14,2012-01,,5900.00,0.050,[Fe/H],CoRoT-23,1.61,1.14,G0 V,0.18,-0.18,0.08,-0.08
WASP-57 b,1,0,1.050,0.64400,Mass,0,0.053,-0.053,0.06200,-0.06200,2.83891856,0.037690,0.00000081,-0.00000081,0.000970,-0.000970,,86.050,0.69300,,0.11820,Transit,0,0,Ground,SuperWASP,2012,Southworth et al. 2015,Faedi et al. 2013,2015-10-15,2013-03,,5600.00,-0.250,[Fe/H],WASP-57,0.93,0.89,G6,0.03,-0.03,0.07,-0.07
EPIC 246851721 b,1,0,1.051,3.00000,Mass,0,0.044,-0.044,1.10000,-1.20000,6.18023500,0.072290,0.00001400,-0.00001400,0.000740,-0.000750,,86.210,3.10000,,0.06810,Transit,0,1,Space,K2,2018,Yu et al. 2018,Yu et al. 2018,2018-10-26,,642.0000,6202.00,0.141,[Fe/H],EPIC 246851721,1.59,1.32,F5 V,0.03,-0.03,0.04,-0.04
Kepler-1514 b,0,0,1.055,,,,0.054,-0.045,,,217.83176260,,0.00010580,-0.00010580,,,,,,,0.08866,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6251.00,0.140,[Fe/H],Kepler-1514,1.22,1.21,,0.06,-0.05,0.04,-0.04
HATS-62 b,1,0,1.055,0.17900,Mass,0,0.025,-0.025,,,3.27688370,0.041630,0.00000330,-0.00000330,0.000240,-0.000160,0.298000,87.920,0.07600,,0.11590,Transit,0,0,Ground,HATSouth,2018,Hartman et al. 2019,Hartman et al. 2019,2019-01-17,,387.4000,5416.00,0.133,[Fe/H],HATS-62,0.93,0.90,,0.02,-0.01,0.01,-0.01
Kepler-1647 b,0,0,1.059,1.51968,Mass,0,0.012,-0.012,0.64815,-0.64815,1107.59230000,2.720500,0.02270000,-0.02270000,0.007000,-0.007000,0.058100,90.097,,155.0464,,Transit,1,0,Space,Kepler,2016,Kostov et al. 2016,Kostov et al. 2016,2016-05-19,,,6210.00,-0.140,[Fe/H],Kepler-1647,1.79,1.22,,0.01,-0.01,0.01,-0.01
HAT-P-15 b,1,0,1.060,1.94000,Mass,0,0.070,-0.070,0.30000,-0.30000,10.86350000,,0.00002700,-0.00002700,,,0.190000,89.100,,,,Transit,0,0,Ground,HATNet,2010,Stassun et al. 2017,Kovacs et al. 2010,2018-04-26,2010-12,,5568.00,0.220,[Fe/H],HAT-P-15,1.07,1.00,G5,0.07,-0.07,0.23,-0.23
K2-31 b,1,0,1.060,1.77400,Mass,0,0.350,-0.350,0.07900,-0.07900,1.25785000,0.022000,0.00000200,-0.00000200,0.001800,-0.001800,0.000000,79.900,,,0.13500,Transit,0,1,Space,K2,2016,Grziwa et al. 2016,Dai et al. 2016,2016-12-01,,,5280.00,0.080,[Fe/H],K2-31,0.78,0.91,G7 V,0.07,-0.07,0.06,-0.06
WASP-117 b,1,0,1.060,0.30000,Mass,0,0.070,-0.070,0.05000,-0.05000,10.02165000,,0.00055000,-0.00055000,,,0.300000,89.140,,,,Transit,0,0,Ground,SuperWASP,2014,Stassun et al. 2017,Lendl et al. 2014,2018-04-26,2014-08,,6040.00,-0.110,[Fe/H],WASP-117,1.22,1.29,F9,0.06,-0.06,0.30,-0.30
Qatar-6 b,1,0,1.062,0.66800,Mass,0,0.071,-0.071,0.06600,-0.06600,3.50619500,0.042300,0.00001800,-0.00001800,0.000400,-0.000400,0.000000,86.010,,,0.15100,Transit,0,0,Ground,Qatar,2017,Alsubai et al. 2018,Alsubai et al. 2018,2019-11-21,2018-01,,5052.00,-0.025,[Fe/H],Qatar-6,0.72,0.82,K2 V,0.02,-0.02,0.02,-0.02
CoRoT-9 b,1,0,1.066,0.84000,Mass,0,0.075,-0.063,0.05000,-0.05000,95.27265600,0.402100,0.00006800,-0.00006800,0.005400,-0.005400,0.133000,89.900,0.86000,41.0000,0.11402,Transit,0,0,Space,CoRoT,2009,Bonomo et al. 2017,Deeg et al. 2010,2017-12-14,2010-03,,5625.00,-0.010,[Fe/H],CoRoT-9,0.96,0.96,G3 V,0.06,-0.06,0.04,-0.04
HATS-44 b,1,0,1.067,0.56000,Mass,0,0.125,-0.071,0.11000,-0.11000,2.74390040,0.036490,0.00000320,-0.00000320,0.000300,-0.000300,0.279000,84.650,0.56000,,0.12900,Transit,0,0,Ground,HATSouth,2018,Brahm et al. 2018,Brahm et al. 2018,2018-05-24,,,5080.00,0.320,[Fe/H],HATS-44,0.85,0.86,,0.04,-0.04,0.02,-0.02
HATS-54 b,1,0,1.067,0.76000,Mass,0,0.052,-0.052,0.10000,-0.10000,2.54418280,0.037630,0.00000430,-0.00000430,0.000240,-0.000240,0.126000,83.080,0.77000,,0.08320,Transit,0,0,Ground,HATSouth,2019,Espinoza et al. 2019,Espinoza et al. 2019,2019-08-15,2019-07,,5702.00,0.396,[Fe/H],HATS-54,1.32,1.10,,0.04,-0.04,0.02,-0.02
Kepler-548 b,0,0,1.070,,,,0.195,-0.098,,,4.45419434,,0.00000038,-0.00000038,,,,,,,0.12221,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5535.00,0.000,[Fe/H],Kepler-548,0.90,0.93,,0.16,-0.08,0.09,-0.07
WASP-21 b,1,0,1.070,0.30000,Mass,0,0.060,-0.060,0.01100,-0.01100,4.32248200,0.052000,0.00001900,-0.00002400,0.000410,-0.000440,0.000000,88.750,0.32000,,,Transit,0,0,Ground,SuperWASP,2010,Bouchy et al. 2010,Bouchy et al. 2010,2014-05-14,2010-09,,5800.00,-0.460,[Fe/H],WASP-21,1.14,0.89,G3 V,0.05,-0.05,0.08,-0.08
WASP-25 b,1,0,1.070,0.44000,Mass,0,0.100,-0.100,0.10000,-0.10000,3.76483000,,0.00000500,-0.00000500,,,0.000000,88.000,,,,Transit,0,0,Ground,SuperWASP,2010,Stassun et al. 2017,Enoch et al. 2010,2018-04-26,2011-01,,5750.00,-0.050,[Fe/H],WASP-25,0.80,0.67,,0.08,-0.08,0.22,-0.22
NGTS-9 b,1,0,1.070,2.90000,Mass,0,0.060,-0.060,0.17000,-0.17000,4.43527000,0.058000,0.00002000,-0.00002000,0.003000,-0.002000,0.060000,84.100,2.93000,,0.08000,Transit,0,0,Ground,Paranal Observatory,2019,Costes et al. 2020,Costes et al. 2020,2019-11-21,2019-11,729.0000,6330.00,0.310,[Fe/H],NGTS-9,1.38,1.34,F8 V,0.04,-0.04,0.05,-0.05
WASP-150 b,1,0,1.070,8.46000,Mass,0,0.024,-0.025,0.28000,-0.20000,5.64420700,0.069400,0.00000300,-0.00000400,0.001100,-0.000800,0.377500,84.010,8.54000,,,Transit,0,0,Ground,SuperWASP-North,2020,Cooke et al. 2020,Cooke et al. 2020,2020-05-21,2020-06,,6218.00,0.156,[Fe/H],WASP-150,1.65,1.39,F8,0.02,-0.03,0.07,-0.05
WASP-158 b,1,0,1.070,2.79000,Mass,0,0.150,-0.150,0.23000,-0.23000,3.65633300,0.051700,0.00000400,-0.00000400,0.001800,-0.001800,0.000000,87.700,3.10000,,,Transit,0,0,Ground,SuperWASP-South,2018,Hellier et al. 2019,Hellier et al. 2019,2018-10-26,,,6350.00,0.240,,WASP-158,1.39,1.38,F6 V,0.18,-0.18,0.14,-0.14
Kepler-1658 b,1,0,1.070,5.88000,Mass,0,0.050,-0.050,0.47000,-0.46000,3.84937278,0.054400,0.00000080,-0.00000080,0.000700,-0.000700,0.062800,76.520,6.36000,-7.7300,0.03690,Transit,1,0,Space,Kepler,2019,Chontos et al. 2019,Chontos et al. 2019,2019-03-14,,,6216.00,-0.180,[m/H],Kepler-1658,2.89,1.45,,0.13,-0.11,0.06,-0.06
WASP-53 b,1,0,1.074,2.13200,Mass,0,0.037,-0.037,0.09200,-0.09400,3.30984430,0.041010,0.00000200,-0.00000200,0.000830,-0.000910,0.030000,87.080,2.28000,,,Transit,0,0,Ground,Multiple Facilities,2017,Triaud et al. 2017,Triaud et al. 2017,2017-02-02,2017-01,,4953.00,0.220,[Fe/H],WASP-53,0.80,0.84,,0.02,-0.02,0.05,-0.05
K2-115 b,1,0,1.076,,,,0.020,-0.020,,,20.27261500,0.143000,0.00035600,-0.00034300,0.001200,-0.001200,,,,,0.12550,Transit,0,1,Space,K2,2017,Livingston et al. 2018,Shporer et al. 2017,2018-10-26,,,5657.00,-0.100,[Fe/H],K2-115,0.88,0.95,G4,0.01,-0.01,0.02,-0.02
CoRoT-25 b,1,0,1.080,0.27000,Mass,0,0.300,-0.100,0.04000,-0.04000,4.86069000,0.057800,0.00006000,-0.00006000,0.002000,-0.000900,0.000000,84.500,0.15000,,0.08500,Transit,0,0,Space,CoRoT,2013,Almenara et al. 2013,Almenara et al. 2013,2014-05-14,2013-07,,6040.00,-0.010,[Fe/H],CoRoT-25,1.19,1.09,F9,0.14,-0.03,0.11,-0.05
WASP-10 b,1,0,1.080,3.15000,Mass,0,0.020,-0.020,0.13000,-0.11000,3.09276160,0.037810,0.00001120,-0.00001120,0.000670,-0.000470,,88.490,4.14000,,0.15918,Transit,0,0,Ground,SuperWASP,2008,Johnson et al. 2009,Christian et al. 2009,2014-05-14,2009-02,,4675.00,,,WASP-10,0.70,0.75,K5 V,0.01,,0.04,
Kepler-428 b,1,0,1.080,1.27000,Mass,0,0.030,-0.030,0.19000,-0.19000,3.52563254,0.043300,0.00000015,-0.00000015,0.000900,-0.000900,0.220000,89.360,1.02000,,0.13840,Transit,1,0,Space,Kepler,2014,H&eacute;brard et al. 2014,H&eacute;brard et al. 2014,2014-10-03,2014-12,,5150.00,0.090,[Fe/H],Kepler-428,0.80,0.87,K1 V,0.02,-0.02,0.05,-0.05
WASP-2 b,1,0,1.081,0.93100,Mass,0,0.041,-0.040,0.06000,-0.05800,2.15217500,0.031440,0.00001200,-0.00001100,0.000880,-0.000870,,84.490,0.91400,,0.12831,Transit,0,0,Ground,SuperWASP,2007,Addison et al. 2019,Collier Cameron et al. 2007,2019-09-26,2007-03,492.0000,5180.00,0.120,[Fe/H],WASP-2,0.87,0.90,K1 V,0.03,-0.03,0.08,-0.07
K2-113 b,1,0,1.083,,,,0.031,-0.031,,,5.81768500,0.064200,0.00004100,-0.00004100,0.000900,-0.000900,,,,,0.08980,Transit,0,1,Space,K2,2017,Livingston et al. 2018,Espinoza et al. 2017,2018-10-26,,,5660.00,0.270,[Fe/H],K2-113,1.24,1.04,G,0.03,-0.03,0.04,-0.04
Kepler-686 b,0,0,1.084,,,,0.176,-0.090,,,1.59474546,,0.00000011,-0.00000011,,,,,,,0.12069,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5649.00,-0.070,[Fe/H],Kepler-686,0.92,0.94,,0.15,-0.08,0.06,-0.06
TOI-169 b,1,0,1.086,0.79100,Mass,0,0.081,-0.048,0.06400,-0.06000,2.25544770,0.035240,0.00000630,-0.00000630,0.000690,-0.000790,0.000000,80.980,0.76000,,0.08660,Transit,0,0,Space,Transiting Exoplanet Survey Satellite (TESS),2020,Nielsen et al. 2020,Nielsen et al. 2020,2020-07-23,2020-07,1443.0000,5880.00,0.240,[Fe/H],TOI-169,1.29,1.15,G1 V,0.02,-0.02,0.07,-0.07
WASP-5 b,1,0,1.087,1.58000,Mass,0,0.068,-0.071,0.13000,-0.10000,1.62842790,0.026700,0.00000220,-0.00000490,0.001200,-0.000800,0.038000,86.900,1.64000,34.3800,,Transit,0,0,Ground,SuperWASP,2008,Gillon et al. 2009,Anderson et al. 2008,2014-10-29,2008-06,,5700.00,0.090,[Fe/H],WASP-5,1.03,0.96,G4 V,0.06,-0.07,0.13,-0.09
Kepler-723 b,0,0,1.088,,,,0.141,-0.070,,,4.08227507,,0.00000023,-0.00000023,,,,,,,0.12470,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5539.00,0.000,[Fe/H],Kepler-723,0.89,0.92,,0.12,-0.06,0.04,-0.05
HAT-P-23 b,1,0,1.090,1.34000,Mass,0,0.230,-0.230,0.59000,-0.59000,1.21288000,,0.00000200,-0.00000200,,,0.110000,85.100,,,,Transit,0,0,Ground,HATNet,2010,Stassun et al. 2017,Bakos et al. 2010,2018-04-26,2011-12,,5905.00,0.150,[Fe/H],HAT-P-23,0.96,0.58,G0,0.20,-0.20,0.38,-0.38
HAT-P-31 b,1,0,1.090,2.27000,Mass,0,0.150,-0.150,0.84000,-0.84000,5.00542000,,0.00009100,-0.00009100,,,0.250000,87.100,,,,Transit,0,0,Ground,HATNet,2011,Stassun et al. 2017,Kipping et al. 2011,2018-04-26,2011-09,,6065.00,0.150,[Fe/H],HAT-P-31,1.39,1.31,,0.11,-0.11,0.73,-0.73
Kepler-44 b,1,0,1.090,1.00000,Mass,0,0.070,-0.070,0.10000,-0.10000,3.24672930,0.044600,0.00000300,-0.00000300,0.001100,-0.001100,0.066000,84.960,0.93000,,0.08280,Transit,1,0,Space,Kepler,2011,Bonomo et al. 2015,Bonomo et al. 2011,2015-01-29,2015-02,,5800.00,0.150,[Fe/H],Kepler-44,1.35,1.12,G2 IV,0.08,-0.08,0.08,-0.08
CoRoT-14 b,1,0,1.090,7.60000,Mass,0,0.070,-0.070,0.60000,-0.60000,1.51214000,0.027000,0.00013000,-0.00013000,0.002000,-0.002000,0.000000,79.600,7.30000,,0.09250,Transit,0,0,Space,CoRoT,2010,Tingley et al. 2011,Tingley et al. 2011,2014-05-14,2011-04,,6035.00,0.050,[Fe/H],CoRoT-14,1.21,1.13,F9 V,0.08,-0.08,0.09,-0.09
Kepler-426 b,1,0,1.090,0.34000,Mass,0,0.030,-0.030,0.08000,-0.08000,3.21751883,0.041400,0.00000019,-0.00000019,0.001000,-0.001000,0.180000,85.740,0.26000,,0.12210,Transit,1,0,Space,Kepler,2014,H&eacute;brard et al. 2014,H&eacute;brard et al. 2014,2014-10-03,2014-12,,5725.00,-0.210,[Fe/H],Kepler-426,0.92,0.91,G1 V,0.02,-0.02,0.06,-0.06
NGTS-8 b,1,0,1.090,0.93000,Mass,0,0.030,-0.030,0.04000,-0.03000,2.49970000,0.035000,0.00001000,-0.00001000,0.001000,-0.001000,0.010000,86.900,0.89000,,0.11400,Transit,0,0,Ground,Paranal Observatory,2019,Costes et al. 2020,Costes et al. 2020,2019-11-21,2019-11,503.0000,5241.00,0.240,[Fe/H],NGTS-8,0.98,0.89,K0 V,0.02,-0.02,0.05,-0.04
WASP-138 b,1,0,1.090,1.22000,Mass,0,0.050,-0.050,0.08000,-0.08000,3.63443300,0.049400,0.00000500,-0.00000500,0.000700,-0.000700,,88.500,1.20000,,,Transit,0,0,Ground,SuperWASP,2016,Lam et al. 2017,Lam et al. 2017,2016-12-01,,,6272.00,-0.090,[Fe/H],WASP-138,1.36,1.22,,0.05,-0.05,0.05,-0.05
WASP-160 B b,1,0,1.090,0.27800,Mass,0,0.047,-0.041,0.04400,-0.04500,3.76849520,0.045200,0.00000350,-0.00000350,0.001200,-0.001200,0.000000,88.970,0.28400,,0.12900,Transit,0,0,Ground,SuperWASP-South,2018,Lendl et al. 2019,Lendl et al. 2019,2018-11-01,,,5298.00,0.270,[Fe/H],WASP-160 B,0.87,0.87,K0 V,0.03,-0.03,0.07,-0.07
K2-140 b,1,0,1.093,,,,0.015,-0.015,,,6.56918000,0.068700,0.00004000,-0.00004000,0.000500,-0.000500,,,,,0.11300,Transit,0,1,Space,K2,2017,Livingston et al. 2018,Giles et al. 2018,2018-07-12,,,5705.00,0.130,[Fe/H],K2-140,0.99,1.00,G5,0.01,-0.01,0.02,-0.02
