fpl_name,fpl_radj,fpl_bmassj,fpl_bmassprov,fpl_radjerr1,fpl_radjerr2,fpl_bmassjerr1,fpl_bmassjerr2,fpl_orbper,fpl_smax,fpl_eccen,fpl_dens,fpl_discmethod,fpl_disc,fpl_radreflink,fpl_bmassreflink,fpl_orbperreflink
HAT-P-34 b,1.197,3.33000,Mass,0.130,-0.092,0.21000,-0.20000,5.45265400,0.067740,0.432000,2.50000,Transit,2011,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
WASP-173 A b,1.200,3.69000,Mass,0.060,-0.060,0.18000,-0.18000,1.38665318,0.024800,0.000000,2.84000,Transit,2018,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>
WASP-96 b,1.200,0.48000,Mass,0.060,-0.060,0.03000,-0.03000,3.42526020,0.045300,0.000000,0.37000,Transit,2014,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>
Kepler-418 b,1.200,1.10000,Mass,0.160,-0.160,,,86.67856000,,0.200000,,Transit,2014,<a refstr=TINGLEY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A..14T/abstract target=ref> Tingley et al. 2014</a>,<a refstr=TINGLEY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A..14T/abstract target=ref> Tingley et al. 2014</a>,<a refstr=TINGLEY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A..14T/abstract target=ref> Tingley et al. 2014</a>
OGLE-TR-132 b,1.200,1.18000,Mass,0.150,-0.110,0.14000,-0.13000,1.68986800,0.030350,0.600000,0.85000,Transit,2004,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>
WASP-163 b,1.202,1.87000,Mass,0.097,-0.097,0.21000,-0.21000,1.60968840,0.026600,,1.42000,Transit,2018,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>
Kepler-87 b,1.204,1.02000,Mass,0.049,-0.049,0.02800,-0.02800,114.73635000,0.481000,0.036000,0.72900,Transit,2013,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>
NGTS-10 b,1.205,2.16200,Mass,0.117,-0.083,0.09200,-0.10700,0.76689440,0.014300,0.000000,1.43000,Transit,2020,<a refstr=MCCORMAC_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..126M/abstract target=ref>McCormac et al. 2020</a>,<a refstr=MCCORMAC_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..126M/abstract target=ref>McCormac et al. 2020</a>,<a refstr=MCCORMAC_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..126M/abstract target=ref>McCormac et al. 2020</a>
HATS-63 b,1.207,0.96000,Mass,0.039,-0.039,0.12000,-0.12000,3.05665270,0.040260,0.136000,0.67000,Transit,2018,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>
WASP-175 b,1.208,0.99000,Mass,0.081,-0.081,0.13000,-0.13000,3.06529070,0.044030,0.000000,0.74000,Transit,2019,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>
WASP-141 b,1.210,2.69000,Mass,0.080,-0.080,0.15000,-0.15000,3.31065100,0.046900,0.000000,1.98000,Transit,2016,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>
WASP-26 b,1.210,0.85000,Mass,0.150,-0.150,0.23000,-0.23000,2.75660000,0.039850,0.000000,0.70300,Transit,2010,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
WASP-133 b,1.210,1.16000,Mass,0.050,-0.050,0.09000,-0.09000,2.17642300,0.034500,0.170000,0.88000,Transit,2016,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>
HAT-P-5 b,1.210,0.98000,Mass,0.100,-0.100,0.20000,-0.20000,2.78849000,0.040730,0.000000,0.64200,Transit,2007,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
HAT-P-28 b,1.212,0.62600,Mass,0.113,-0.082,0.03700,-0.03700,3.25721500,0.043400,0.051000,0.44000,Transit,2011,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.1813B/abstract target=ref> Buchhave et al. 2011 </a>,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.1813B/abstract target=ref> Buchhave et al. 2011 </a>,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.1813B/abstract target=ref> Buchhave et al. 2011 </a>
HATS-13 b,1.212,0.54300,Mass,0.035,-0.035,0.07200,-0.07200,3.04404990,0.040570,0.181000,0.37700,Transit,2015,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>
WASP-28 b,1.213,0.90700,Mass,0.042,-0.042,0.04300,-0.04300,3.40883000,0.044690,0.000000,0.67600,Transit,2014,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>
Kepler-43 b,1.219,3.23000,Mass,0.065,-0.064,0.26000,-0.26000,3.02409490,0.046000,0.017000,5.00000,Transit,2011,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>
WASP-131 b,1.220,0.27000,Mass,0.050,-0.050,0.02000,-0.02000,5.32202300,0.060700,0.000000,0.20000,Transit,2016,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>
WASP-13 b,1.220,0.36000,Mass,0.140,-0.140,0.09000,-0.09000,4.35301000,0.053620,0.000000,0.22200,Transit,2009,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
WASP-16 b,1.220,1.24000,Mass,0.100,-0.100,0.25000,-0.25000,3.11860000,0.041500,0.000000,0.57200,Transit,2009,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
WASP-192 b,1.230,2.30000,Mass,0.080,-0.080,0.16000,-0.16000,2.87867650,0.040800,0.000000,1.62000,Transit,2019,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>
HATS-33 b,1.230,1.19200,Mass,0.112,-0.081,0.05300,-0.05300,2.54955510,0.037270,0.080000,0.79000,Transit,2016,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>
WASP-38 b,1.230,3.44000,Mass,0.060,-0.060,0.36000,-0.36000,6.87188000,0.075220,0.030000,2.54000,Transit,2010,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
WASP-95 b,1.230,1.44000,Mass,0.090,-0.090,0.28000,-0.28000,2.18467000,0.034160,0.000000,0.84000,Transit,2014,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
Kepler-427 b,1.230,0.29000,Mass,0.210,-0.210,0.09000,-0.09000,10.29099400,0.091000,0.570000,0.16000,Transit,2014,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>
KOI-12 b,1.230,1.10000,Mass,0.060,-0.050,3.50000,-0.80000,17.85518200,0.154000,0.340000,0.73300,Transit,2015,<a refstr=MASUDA_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...64M/abstract target=ref>Masuda 2017</a>,<a refstr=MASUDA_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...64M/abstract target=ref>Masuda 2017</a>,<a refstr=MASUDA_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...64M/abstract target=ref>Masuda 2017</a>
WASP-22 b,1.230,0.67000,Mass,0.140,-0.140,0.19000,-0.19000,3.53269000,0.047000,0.020000,0.44400,Transit,2010,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
HATS-68 b,1.232,1.29000,Mass,0.039,-0.029,0.05900,-0.05900,3.58622020,0.050710,0.036000,0.85600,Transit,2018,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>
HATS-9 b,1.236,0.83700,Mass,0.031,-0.031,0.02900,-0.02900,1.91529100,0.031200,0.075000,0.62600,Transit,2015,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=BRAHM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...33B/abstract target=ref>Brahm et al. 2015</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>
Kepler-731 b,1.238,,,0.284,-0.136,,,3.85560355,,,,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
WASP-180 A b,1.240,0.90000,Mass,0.040,-0.040,0.10000,-0.10000,3.40926400,0.048000,0.000000,0.61000,Transit,2019,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T/abstract target=ref>Temple et al. 2019</a>,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T/abstract target=ref>Temple et al. 2019</a>,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T/abstract target=ref>Temple et al. 2019</a>
WASP-85 A b,1.240,1.26500,Mass,0.030,-0.030,0.06500,-0.06500,2.65567770,0.039000,0.000000,0.88000,Transit,2016,<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10D;nik et al. 2016</a>,<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10D;nik et al. 2016</a>,<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10D;nik et al. 2016</a>
Kepler-39 b,1.240,20.10000,Mass,0.090,-0.100,1.30000,-1.30000,21.08721000,0.164000,0.112000,13.00000,Transit,2011,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>
WASP-124 b,1.240,0.60000,Mass,0.030,-0.030,0.07000,-0.07000,3.37265000,0.044900,0.017000,0.43000,Transit,2016,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>
HAT-P-44 b,1.242,0.35200,Mass,0.106,-0.051,0.02900,-0.02900,4.30121900,0.050700,0.044000,0.23000,Transit,2014,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>
K2-34 b,1.245,1.69800,Mass,0.029,-0.029,0.06100,-0.05000,2.99563300,0.042600,0.000000,0.94000,Transit,2016,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128l4402B/abstract target=ref>Brahm et al. 2016</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>
HATS-32 b,1.249,0.92000,Mass,0.144,-0.096,0.10000,-0.10000,2.81265480,0.040240,0.471000,0.58000,Transit,2016,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>
WASP-185 b,1.250,0.98000,Mass,0.080,-0.080,0.06000,-0.06000,9.38755000,0.090400,0.240000,0.66000,Transit,2019,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>
XO-4 b,1.250,1.42000,Mass,0.080,-0.080,0.19000,-0.19000,4.12508000,0.055240,0.000000,0.83000,Transit,2008,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
OGLE-TR-10 b,1.250,0.62000,Mass,0.140,-0.120,0.14000,-0.14000,3.10127800,0.043400,0.820000,0.40000,Transit,2004,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>
KOI-142 c,1.250,0.67400,Mass,,,0.01600,-0.01600,22.26492000,0.155250,0.057240,0.42900,Transit,2013,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>
HATS-29 b,1.251,0.65300,Mass,0.061,-0.061,0.06300,-0.06300,4.60587490,0.054750,0.158000,0.41100,Transit,2016,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>
HATS-55 b,1.251,0.92100,Mass,0.026,-0.026,0.07600,-0.07600,4.20420010,0.054120,0.092000,0.58700,Transit,2019,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>
Qatar-2 b,1.254,2.49400,Mass,0.013,-0.013,0.05400,-0.05400,1.33711647,0.021530,0.000000,1.57300,Transit,2011,<a refstr=MANCINI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.2391M/abstract target=ref>Mancini et al. 2014</a>,<a refstr=MANCINI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.2391M/abstract target=ref>Mancini et al. 2014</a>,<a refstr=MANCINI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.2391M/abstract target=ref>Mancini et al. 2014</a>
